feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Cys.Gly_177	Faith_pd	Faith_pd	0.236225785836925	0.0707178003628965	249	248	0.00103408827326768	0.0131126657331881
Pyridoxine_170.1	Faith_pd	Faith_pd	0.372102760051132	0.110904309819726	249	249	0.00113808397473425	0.0142841151930931
Deoxyguanosine_268.1	Faith_pd	Faith_pd	0.305686668124745	0.0918320956760292	249	248	0.00121850287640559	0.0151389751310998
Salicylamide_136	Faith_pd	Faith_pd	0.243992901271272	0.0735178080245762	249	249	0.00124867778851821	0.015358736798774
Glycerate_105	Faith_pd	Faith_pd	0.243816256722209	0.0743107487990451	249	248	0.00141194498841166	0.017194973621251
X14.Methylhexadecanoic.acid_269.2	Faith_pd	Faith_pd	0.243093386118907	0.0750306982404618	249	249	0.00151661979171803	0.0182886504295409
X2.Aminophenol_108	Faith_pd	Faith_pd	0.368018813217468	0.114714600195003	249	179	0.00156944177442287	0.0184024624985456
X2.Hydroxyhexadecanoic.acid_271.2	Faith_pd	Faith_pd	0.314078401249937	0.0975298089042338	249	249	0.00155960607365864	0.0184024624985456
Lithocholyltaurine_482.3	Age	Age	-0.509162472725583	0.150597758786827	249	73	0.00157094192060755	0.0184024624985456
Diethanolamine_106.1	Faith_pd	Faith_pd	0.286139525018674	0.0890978943445044	249	246	0.00161152171501908	0.0186997331082403
X2.Acetamido.2.Deoxy.Beta.D.Glucosylamine_221.1	Age	Age	-0.697061380165548	0.210827916745672	249	242	0.00166293085075089	0.0191159340787252
Dihydrouracil_115.1	Faith_pd	Faith_pd	0.594441896935716	0.185872191382513	249	100	0.00179848995882656	0.0204828023088581
X3.Hydroxybenzyl.Alcohol_123	Faith_pd	Faith_pd	0.228766629400357	0.0718884261145785	249	249	0.00181644029911466	0.0204974455771654
Deoxyuridine_229.1	Faith_pd	Faith_pd	0.445685252038317	0.140359730418154	249	238	0.00193573484773701	0.0216450351156047
Guanine_152.1	Faith_pd	Faith_pd	0.267021417940584	0.0852661744604106	249	249	0.00201487529919372	0.0223269965586331
Histamine_112.1	Age	Age	0.662199442446296	0.203421621112086	249	249	0.0020413356545382	0.0224182397775177
Deoxyribose_133.1	Faith_pd	Faith_pd	-0.213143628419488	0.0679947032935246	249	249	0.00210854422606662	0.022951410602318
Creatinine_114.1	Faith_pd	Faith_pd	-0.87585907230181	0.280516339243829	249	244	0.00215666324523708	0.0230669199273183
Ribose_149	Faith_pd	Faith_pd	-0.271989284591583	0.0870339670377842	249	249	0.00214870728538247	0.0230669199273183
Glutamine_147.1	Faith_pd	Faith_pd	-0.408861219423107	0.131463227596447	249	249	0.00217672651533315	0.0230808070160326
Didecanoyl.Glycerophosphocholine_566.4	Faith_pd	Faith_pd	0.358760548304432	0.112496357189306	249	229	0.0023656489106761	0.0248696423942872
Pyridoxal_168.1	Faith_pd	Faith_pd	0.242962802367597	0.0790411079637648	249	249	0.00252029257803383	0.026270846364251
X2.Hydroxyisocaproic.acid_131.1	Faith_pd	Faith_pd	-0.298518684054609	0.0972554690107981	249	249	0.00258614729582523	0.0265080097822086
Malonate_103	Faith_pd	Faith_pd	-0.26787011078092	0.0875917127477149	249	249	0.00257345448692622	0.0265080097822086
Phenylethanolamine_138.1	Faith_pd	Faith_pd	0.252697415986945	0.0829212532420348	249	246	0.00263836789814822	0.0268197728489447
X4.Hydroxybenzaldehyde_121	Faith_pd	Faith_pd	0.171356170317596	0.0549830075783497	249	249	0.00271460050079741	0.0273365460005491
Gulonolactone_177	Faith_pd	Faith_pd	0.218872476408165	0.0718043141991202	249	249	0.00273365460005491	0.0273365460005491
X2.Hydroxypyridine_96	Faith_pd	Faith_pd	0.268764325734338	0.0877341358659013	249	249	0.00299605467129499	0.0292565941155414
Biotin_245.1	Age	Age	-0.283630735067277	0.0900751597970639	249	249	0.00297993576478563	0.0292565941155414
Cysteine_122	Faith_pd	Faith_pd	0.156312011641354	0.0513932157000406	249	249	0.00299701695817741	0.0292565941155414
X3.hydroxybutyric.acid_103	Age	Age	-0.278498444530634	0.0894511565018396	249	249	0.00315058127400837	0.0298446928424131
Hypotaurine_110	Faith_pd	Faith_pd	-0.282524810112727	0.0943262394573274	249	249	0.00317719880164975	0.0298446928424131
Maleate_115	Age	Age	-0.237248934699707	0.0765699351068633	249	249	0.0031785811076066	0.0298446928424131
Mandelate_151	Faith_pd	Faith_pd	-0.449342094549457	0.149612949897929	249	249	0.00313819342476211	0.0298446928424131
N.Acetylglycine_116	Faith_pd	Faith_pd	0.201153444753627	0.0667010834358846	249	249	0.00315071531398468	0.0298446928424131
Glucose_179.1	Faith_pd	Faith_pd	-0.308251327656178	0.103281683388394	249	249	0.00328391401804831	0.0304590361102382
Guanidinoacetate_118.1	Faith_pd	Faith_pd	-0.519203870545185	0.174289338488407	249	249	0.00329353805094445	0.0304590361102382
X5.Hydroxylysine_163.1	Faith_pd	Faith_pd	-0.870547619371609	0.292041128793754	249	133	0.00332265189940648	0.0304953157668916
Myristic.acid_227.2	Faith_pd	Faith_pd	0.217853157039563	0.07284457639101	249	249	0.00334704685246371	0.0304953157668916
Glycolate_75	Faith_pd	Faith_pd	0.186756239738298	0.0627278139826913	249	249	0.00348068536429388	0.0314797279270697
Gemcitabine_264.1	Faith_pd	Faith_pd	0.526987232752157	0.176631410291808	249	96	0.00365923767321482	0.0328530097668191
Methylmalonate_117	Faith_pd	Faith_pd	0.145405403608414	0.0499908730475161	249	249	0.00406508484654955	0.0362322779801155
Shikimate_173	Age	Age	0.706860592250701	0.236640424632602	249	249	0.00419419376626647	0.0371140887230774
Indole.3.Methyl.Acetate_190.1	Faith_pd	Faith_pd	0.333235988688199	0.115133359971495	249	240	0.00425226873139108	0.0373592181400788
X3.Methylglutaconate_143	Faith_pd	Faith_pd	0.202549730170088	0.069852665616148	249	249	0.00430602300364661	0.0375295344126613
N.Acetylmethionine_192.1	Gender	Male	-0.645693544644619	0.215603048836496	249	248	0.00433267795658366	0.0375295344126613
Bis.2.Ethylhexyl.Phthalate_391.3	Faith_pd	Faith_pd	-0.45264473246363	0.15758018122153	249	249	0.00460188023039363	0.0394585870065927
Nonanoic.acid_157.1	Faith_pd	Faith_pd	0.229112219868681	0.0793721001855396	249	249	0.00461954189345475	0.0394585870065927
Dehydroascorbate_173	Faith_pd	Faith_pd	0.238254466854056	0.0825097191157279	249	229	0.00469348718936806	0.0398137189167084
Oleoyl.Glycerol_355.3	Faith_pd	Faith_pd	-0.518434778732739	0.180584872935952	249	138	0.00505360044045616	0.0425748530257608
Acetylcysteine_164	Faith_pd	Faith_pd	0.394534237403691	0.137544745849877	249	215	0.00519855065648339	0.0434980769215957
Tyrosine_182.1	Faith_pd	Faith_pd	-0.324253149793977	0.11462239732617	249	249	0.00523926785012826	0.0435425638895795
X2.Phosphoglycerate_185	Age	Age	-0.476082071811738	0.163261222340217	249	171	0.00545239747287411	0.0450097241049339
Dihydrouracil_115.1	Age	Age	-0.584191853033652	0.201054639905478	249	100	0.00558517044920549	0.045798397683485
Deoxycholate_391.3	Faith_pd	Faith_pd	-0.436467613183969	0.155605274101694	249	249	0.00563005172659656	0.04586068624976
Cystine_241	Faith_pd	Faith_pd	-0.686374244182422	0.245091054487084	249	169	0.00589088350261829	0.0473580830602647
Orotate_155	Gender	Male	0.850847388712195	0.305378509745925	249	245	0.0058767243038746	0.0473580830602647
Glucosaminate_196.1	Faith_pd	Faith_pd	0.329066185874882	0.116842443075683	249	205	0.0060643512587782	0.0478862550397809
Glycerol_91	Faith_pd	Faith_pd	0.241254039588102	0.0859354334899059	249	249	0.00610831966030941	0.0478862550397809
Lumichrome_241.1	Faith_pd	Faith_pd	0.286917635279481	0.103291079408297	249	248	0.00615124251730519	0.0478862550397809
N.Acetylneuraminate_310.1	Age	Age	-0.454227097098541	0.158778715768483	249	249	0.00611965921299504	0.0478862550397809
Thiamine_266.1	Faith_pd	Faith_pd	0.54813968465273	0.196512387118413	249	175	0.00604142147597594	0.0478862550397809
X3.Hydroxymethylglutarate_161	Faith_pd	Faith_pd	-0.231511827890322	0.0842379564708703	249	249	0.00666394894386653	0.0515513031506656
X2.Methylcitrate_205	Faith_pd	Faith_pd	0.204764367303911	0.075407369280615	249	246	0.00723878442217315	0.0551327524859411
X3.Hydroxybenzaldehyde_121	Faith_pd	Faith_pd	0.216214972546043	0.0795060383568868	249	249	0.00739585704079697	0.0551327524859411
X3.hydroxybutyric.acid_103	Faith_pd	Faith_pd	0.205769838556909	0.0756046140723652	249	249	0.00732237560356181	0.0551327524859411
Guanidinosuccinic.Acid_176.1	Faith_pd	Faith_pd	-0.527442959011879	0.194027439503414	249	136	0.00719019622316474	0.0551327524859411
Guanine_152.1	Age	Age	0.232760240867163	0.0858952300663215	249	249	0.0073512668360845	0.0551327524859411
Lignoceric.acid_367.4	Faith_pd	Faith_pd	0.517465246038187	0.189028496903361	249	229	0.00727029056937145	0.0551327524859411
Ascorbic.acid_175	Faith_pd	Faith_pd	0.25415098792922	0.0939341660858906	249	249	0.00744969573270104	0.0551995527182065
Ornithine_133.1	Faith_pd	Faith_pd	-0.35571037607537	0.13193137829719	249	249	0.00774730366321372	0.0570609790763645
Methyl.Jasmonate_225.1	Faith_pd	Faith_pd	0.271471080571251	0.100299330611133	249	234	0.00807251208349605	0.0591023206113103
Hypotaurine_110	Gender	Male	-0.693611535883285	0.249346706330148	249	249	0.00814892156663301	0.0593087190944296
Methylarginine_189.1	Faith_pd	Faith_pd	-0.41895906813817	0.155164554641186	249	209	0.00820598904465111	0.0593727442642404
X3.Methyl.2.Oxovalerate_129.1	Faith_pd	Faith_pd	0.203697939611388	0.0759853610084325	249	249	0.00835136595374829	0.0597219774599442
Glycine_76	Faith_pd	Faith_pd	-0.254285011339037	0.0952260765485978	249	249	0.0083064844231399	0.0597219774599442
X4.Coumarate_163	Faith_pd	Faith_pd	0.20663928859781	0.0773419407799528	249	249	0.00850864095389833	0.0601472895016951
Behenic.acid_339.3	Faith_pd	Faith_pd	0.367250290056389	0.136904613101065	249	241	0.00848634113132638	0.0601472895016951
Picolinate_122	Faith_pd	Faith_pd	0.131474029950744	0.0492034630083513	249	249	0.00865528466350068	0.0608342864920333
X4.Acetamidobutanoate_146.1	Age	Age	-0.255010245969161	0.0936394875100629	249	249	0.00871500816671464	0.0609060229832898
trans.3.Hexenoic.acid_113.1	Age	Age	-0.320781539530629	0.114987214693834	249	247	0.00899882735742999	0.0625342240092592
X10.HAD_185.1	Age	Age	-0.238304637226439	0.0878255603627957	249	248	0.00923265430729289	0.0627714698774021
X2.Acetamido.2.Deoxy.Beta.D.Glucosylamine_221.1	Faith_pd	Faith_pd	-0.470031604772222	0.178142218245418	249	242	0.00921921403194155	0.0627714698774021
X3..4.Hydroxyphenyl.Pyruvate_179	Faith_pd	Faith_pd	0.235880850553335	0.0894037139833529	249	249	0.00915704966044776	0.0627714698774021
Carnitine_162.1	Faith_pd	Faith_pd	-0.298640734642456	0.113425988615133	249	249	0.00923710247789413	0.0627714698774021
X5.Z..8.Z..11.Z..Eicosatrienoic.Acid_305.2	Faith_pd	Faith_pd	-0.476873292932857	0.181457796305969	249	231	0.00953703868105178	0.0641014075283808
N.Acetylglucosamine_222.1	Age	Age	-0.371981582783953	0.138390202243232	249	249	0.00951550321686944	0.0641014075283808
Glucuronolactone_175	Faith_pd	Faith_pd	0.329234615707003	0.12566837015479	249	249	0.00999093658757046	0.0657157861107576
Propionyl.carnitine_218.1	Faith_pd	Faith_pd	0.260363099833966	0.0991775330577616	249	249	0.00989973523993313	0.0657157861107576
trans.3.Hexenoic.acid_113.1	Faith_pd	Faith_pd	0.246823660642616	0.0941964855375178	249	247	0.00983371223420873	0.0657157861107576
Uridine_245.1	Faith_pd	Faith_pd	0.248436626007148	0.0941032843065444	249	69	0.00995400669554359	0.0657157861107576
X9.Decenoic.acid_169.1	Faith_pd	Faith_pd	0.224924658949702	0.0864011521078433	249	247	0.0103380362582521	0.0676371521151597
Dehydroascorbate_173	Gender	Male	-0.474861606084278	0.178842843071575	249	229	0.0104078272550084	0.0677334789611658
Thymidine_241.1	Faith_pd	Faith_pd	0.504752841013349	0.195755528233605	249	222	0.0109877147358337	0.0711309953951339
Benzaldehyde_107	Faith_pd	Faith_pd	0.240831818272153	0.0941110466725971	249	82	0.011279668049243	0.0720603544979633
Mesaconic.acid_129	Age	Age	0.216328878256208	0.0823501621802814	249	249	0.0113070312342333	0.0720603544979633
Norepinephrine_170.1	Faith_pd	Faith_pd	0.264661736083694	0.102315685067919	249	229	0.0112623695797825	0.0720603544979633
Citrate_191	Age	Age	0.396712744299266	0.150300616482529	249	249	0.0113930306899319	0.0722341636526612
cis.5.Dodecenoic.acid_197.2	Faith_pd	Faith_pd	0.310655504272717	0.120535478375604	249	234	0.0118027631486742	0.0740683605758635
Sorbate_111	Faith_pd	Faith_pd	0.333786727993057	0.130901862985285	249	237	0.0117556236705861	0.0740683605758635
Guaiacol_123	Faith_pd	Faith_pd	0.171173439813498	0.0674377120755027	249	246	0.0119476560635543	0.0745970403968109
Cinnamate_147	Faith_pd	Faith_pd	-0.31113281053698	0.121346401322338	249	97	0.0121716419136235	0.0756117149179642
X3.4.Dihydroxyphenylglycol_169.1	Faith_pd	Faith_pd	0.21162597288074	0.0834581892924727	249	241	0.0122553160739704	0.0757489385476563
Sarcosine_90.1	Gender	Male	-0.71944309404174	0.284921437044327	249	208	0.0123898575172263	0.0761976237309416
Tridecanoic.acid_213.2	Age	Age	-0.201949694742014	0.0778142873405543	249	249	0.0126437490518524	0.0773721956904402
Didecanoyl.Glycerophosphocholine_566.4	Age	Age	-0.310536343939197	0.115201111097005	249	229	0.0133390596125261	0.0808228735143208
Guanine_152.1	Gender	Male	0.444834030698259	0.177951277604612	249	249	0.0132795356651195	0.0808228735143208
Methionine_150.1	Faith_pd	Faith_pd	-0.281721334684965	0.112549200584983	249	249	0.0135646409942543	0.0817868059947686
Sarcosine_90.1	Faith_pd	Faith_pd	0.339567283088395	0.136521419152221	249	208	0.0137385220772128	0.0824311324632767
Quinolinate_166	Gender	Male	-0.510885292633007	0.198978870488583	249	249	0.0139264372294602	0.0831529989914372
Homocysteine_136	Faith_pd	Faith_pd	-0.210179917821762	0.0844420767790365	249	249	0.0139941719137838	0.0831537751398745
Phenylpyruvate_163	Faith_pd	Faith_pd	0.20110323782357	0.0809066174771161	249	249	0.0142883901571852	0.0844787610749927
Pyridoxal_168.1	Gender	Male	-0.503816398975436	0.197628123906419	249	249	0.0143545211907914	0.0844787610749927
Methylmalonate_117	Gender	Male	-0.257103257661838	0.104331404377781	249	249	0.0146218098626474	0.0852871168908446
Sn.Glycero.3.Phosphocholine_258.1	Age	Age	-0.312346758228754	0.122943090591339	249	249	0.0146305541983481	0.0852871168908446
Indole.3.Methyl.Acetate_190.1	Age	Age	0.502005132883036	0.199472592392509	249	240	0.0153015661217048	0.0887779543853626
